duration,id,riskTaking,statKnow,regretExAnte,regretExPost,cond_presentation,cond_beliefs_choice_order,whichFirst,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,choiceB,round,short,age,sex,student,df
830,5c988f64541bdf7ffa8129a0,3,2,4,2,sampling_noiseless,choice_first,B,1.06,.9399999999999999,60,10,30,30,10,60,6,1,1,0,24,Female,DATA_EXPIRED,prereg
778,5d5f5f7cc57c2d3f46a16d75,3,1,4,1,description_noiseless,beliefs_first,A,1,1.25,50,10,40,40,10,50,4,1,2,1,50,Female,No,prereg
778,5d5f5f7cc57c2d3f46a16d75,3,1,4,1,description_noiseless,beliefs_first,A,1,1,33,33,34,34,33,33,4,0,1,0,50,Female,No,prereg
633,5da0beafa84610769e6d0014,3,2,3,4,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,4,1,2,0,21,Female,No,prereg
633,5da0beafa84610769e6d0014,3,2,3,4,description_noiseless,beliefs_first,B,1,1,45,10,45,45,10,45,4,1,1,1,21,Female,No,prereg
1445,5e74b843bb699a2924df6433,3,2,3,2,description_noiseless,beliefs_first,B,2,2,0,0,100,0,50,50,7,0,1,0,65,Male,No,prereg
1445,5e74b843bb699a2924df6433,3,2,3,2,description_noiseless,beliefs_first,B,2,1,0,0,100,0,50,50,6,0,2,1,65,Male,No,prereg
719,5e89c6ec9da0f5618c57df3f,4,2,5,5,sampling_noiseless,beliefs_first,B,.4,1,65,10,25,60,10,30,7,1,2,1,46,Male,No,prereg
719,5e89c6ec9da0f5618c57df3f,4,2,5,5,sampling_noiseless,beliefs_first,A,.92,.96,50,5,45,48,4,48,7,1,1,0,46,Male,No,prereg
974,5eef99eb2fdf9b0c447b272e,4,3,4,5,sampling_noiseless,choice_first,A,1,1.2,40,5,55,30,5,65,6,1,2,0,49,Male,No,prereg
974,5eef99eb2fdf9b0c447b272e,4,3,4,5,sampling_noiseless,choice_first,B,.8,1,70,15,15,20,50,30,5,1,1,1,49,Male,No,prereg
722,5f4fea3554aaa86659445438,2,1,4,3,sampling_noiseless,beliefs_first,A,.4,1.6,60,30,10,10,25,65,7,1,1,1,63,Female,No,prereg
722,5f4fea3554aaa86659445438,2,1,4,3,sampling_noiseless,beliefs_first,A,1,1.48,50,20,30,40,30,30,7,1,2,0,63,Female,No,prereg
682,5f5945000ee33c69c299ebe1,2,1,5,4,description_noiseless,choice_first,B,2,2,48,2,50,50,2,48,6,1,2,0,23,Male,No,prereg
682,5f5945000ee33c69c299ebe1,2,1,5,4,description_noiseless,choice_first,A,2,1,20,5,75,25,5,70,5,0,1,1,23,Male,No,prereg
629,5ff66a0914f1849837b12c90,3,2,3,3,description_noiseless,beliefs_first,B,1.1,1,25,50,25,30,40,30,6,1,1,0,39,Male,No,prereg
629,5ff66a0914f1849837b12c90,3,2,3,3,description_noiseless,beliefs_first,B,1.1,1,25,50,25,30,40,30,6,1,2,1,39,Male,No,prereg
1054,6030cd631a905a4b8f051402,2,1,5,4,description_noiseless,choice_first,B,1.1,1,50,1,49,50,1,49,5,1,2,0,64,Male,No,prereg
1054,6030cd631a905a4b8f051402,2,1,5,4,description_noiseless,choice_first,A,1,.9,49,2,49,50,2,48,5,0,1,1,64,Male,No,prereg
1115,60458103f760cafc6c3dbd7a,4,2,5,5,description_noiseless,choice_first,B,2,1.25,20,20,60,50,30,20,6,1,2,0,48,Female,No,prereg
1115,60458103f760cafc6c3dbd7a,4,2,5,5,description_noiseless,choice_first,B,1.5,2,20,40,40,20,20,60,6,1,1,1,48,Female,No,prereg
718,606a0f8e9aaf20da88090fa9,3,3,4,5,description_noiseless,beliefs_first,B,1,2,0,0,100,0,0,100,5,1,1,0,58,Female,No,prereg
718,606a0f8e9aaf20da88090fa9,3,3,4,5,description_noiseless,beliefs_first,B,2,2,0,0,100,0,0,100,6,1,2,1,58,Female,No,prereg
1369,60a9a7cfc80308a85c236ceb,4,3,5,5,sampling_noiseless,beliefs_first,B,.4,1,60,10,30,40,10,50,7,1,2,0,33,Female,DATA_EXPIRED,prereg
1369,60a9a7cfc80308a85c236ceb,4,3,5,5,sampling_noiseless,beliefs_first,A,.8,.75,45,10,45,45,10,45,5,0,1,1,33,Female,DATA_EXPIRED,prereg
703,60d7ecaef9a1e8a22dba898d,4,2,5,5,description_noiseless,choice_first,B,1.2,1.3,60,5,35,45,5,50,5,1,2,0,62,Male,No,prereg
703,60d7ecaef9a1e8a22dba898d,4,2,5,5,description_noiseless,choice_first,B,1.18,1.25,48,4,48,40,1,59,5,1,1,1,62,Male,No,prereg
733,60df2df16d2d67d94e1f92c6,5,3,4,4,sampling_noiseless,choice_first,A,1.5,1,10,20,70,10,70,20,7,0,2,1,40,Male,No,prereg
733,60df2df16d2d67d94e1f92c6,5,3,4,4,sampling_noiseless,choice_first,A,1,1.5,20,70,10,10,20,70,7,1,1,0,40,Male,No,prereg
501,60fd5852c044761a8e287fba,3,2,3,3,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,4,0,1,0,34,Female,No,prereg
501,60fd5852c044761a8e287fba,3,2,3,3,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,4,0,2,1,34,Female,No,prereg
747,61441ae4f20c4843d9e00247,5,2,4,4,sampling_noiseless,choice_first,B,.8,1.2,82,9,9,18,9,73,4,1,1,1,38,Male,No,prereg
747,61441ae4f20c4843d9e00247,5,2,4,4,sampling_noiseless,choice_first,B,1,1,50,0,50,50,0,50,5,0,2,0,38,Male,No,prereg
890,61c566cf9239ea074e5ce80a,5,4,4,4,description_noiseless,beliefs_first,A,1,1,45.5,9,45.5,45.5,9,45.5,7,1,1,1,32,Male,No,prereg
890,61c566cf9239ea074e5ce80a,5,4,4,4,description_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,7,1,2,0,32,Male,No,prereg
626,61d795cb81575b60a6ecd4c2,3,4,3,2,sampling_noiseless,beliefs_first,A,1.4,1.2,30,30,40,20,40,40,7,1,1,1,51,Male,DATA_EXPIRED,prereg
626,61d795cb81575b60a6ecd4c2,3,4,3,2,sampling_noiseless,beliefs_first,A,1.2,1.24,30,30,40,30,30,40,7,0,2,0,51,Male,DATA_EXPIRED,prereg
466,61dd312370f1c9a2eae4abe6,4,2,3,4,sampling_noiseless,beliefs_first,B,1.24,1.29,49.5,1,49.5,49.5,1,49.5,7,1,1,0,37,Male,DATA_EXPIRED,prereg
466,61dd312370f1c9a2eae4abe6,4,2,3,4,sampling_noiseless,beliefs_first,A,.8,1,49,2,49,49,2,49,7,1,2,1,37,Male,DATA_EXPIRED,prereg
474,62192e6ec87dd91cb626db61,3,2,4,4,sampling_noiseless,choice_first,B,.96,1.04,80,0,20,20,0,80,5,1,1,0,36,Female,No,prereg
474,62192e6ec87dd91cb626db61,3,2,4,4,sampling_noiseless,choice_first,B,1.4,1.6,50,40,10,10,40,50,6,1,2,1,36,Female,No,prereg
330,624757d60698f9e528ac59c0,4,2,4,4,sampling_noiseless,beliefs_first,B,.8,1.2,20,30,50,50,20,30,7,0,1,1,34,Male,No,prereg
330,624757d60698f9e528ac59c0,4,2,4,4,sampling_noiseless,beliefs_first,B,1.74,1.88,20,0,80,10,0,90,7,1,2,0,34,Male,No,prereg
1188,634b2c3e7b5915d4e76fb5f2,3,2,4,3,sampling_noiseless,beliefs_first,A,1.1,1.5,20,20,60,5,30,65,6,1,1,1,43,Male,No,prereg
1188,634b2c3e7b5915d4e76fb5f2,3,2,4,3,sampling_noiseless,beliefs_first,B,.9,.8,50,5,45,45,10,45,5,1,2,0,43,Male,No,prereg
554,63615bf545c338dee8f5af87,3,3,4,5,description_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,1,1,1,0,39,Male,DATA_EXPIRED,prereg
554,63615bf545c338dee8f5af87,3,3,4,5,description_noiseless,beliefs_first,A,1,1,45.5,9,45.5,45.5,9,45.5,3,1,2,1,39,Male,DATA_EXPIRED,prereg
542,638d73de8c5e2f93628cd3c4,3,4,4,4,sampling_noiseless,choice_first,B,1.2,1.24,20,30,50,20,30,50,7,1,2,0,35,Male,DATA_EXPIRED,prereg
542,638d73de8c5e2f93628cd3c4,3,4,4,4,sampling_noiseless,choice_first,A,1,1.2,10,70,20,5,60,35,7,1,1,1,35,Male,DATA_EXPIRED,prereg
435,64269c930314e19cfd9009ff,4,2,5,5,description_noiseless,beliefs_first,B,1,1,49.5,.5,50,50,.5,49.5,7,0,1,0,34,Female,No,prereg
435,64269c930314e19cfd9009ff,4,2,5,5,description_noiseless,beliefs_first,A,1.5,1.5,40,20,40,40,20,40,7,1,2,1,34,Female,No,prereg
716,64a3c6b9942539ba22ae5d0e,3,1,3,2,description_noiseless,choice_first,B,1,1,50,1,49,50,1,49,4,0,2,0,39,Male,DATA_EXPIRED,prereg
716,64a3c6b9942539ba22ae5d0e,3,1,3,2,description_noiseless,choice_first,B,1,1,50,0,50,50,0,50,4,1,1,1,39,Male,DATA_EXPIRED,prereg
453,64ba0a6c7d2b1072045f779d,4,4,3,3,sampling_noiseless,choice_first,B,1,1,40,10,50,45,10,45,7,0,1,0,25,Male,No,prereg
453,64ba0a6c7d2b1072045f779d,4,4,3,3,sampling_noiseless,choice_first,A,1,1,40,10,50,45,10,45,7,1,2,1,25,Male,No,prereg
1002,650b34d4e3846283b9281b07,4,3,4,3,sampling_noiseless,beliefs_first,A,1.2,1,45,10,45,50,0,50,6,1,1,1,46,Male,No,prereg
1002,650b34d4e3846283b9281b07,4,3,4,3,sampling_noiseless,beliefs_first,A,.96,1,40,10,50,40,10,50,6,1,2,0,46,Male,No,prereg
405,6532ae6f6537f2e7c35dabc3,4,1,3,3,description_noiseless,choice_first,A,1,1.2,49,2,49,49,2,49,5,1,2,1,36,Male,DATA_EXPIRED,prereg
1460,65af1533df45323ec8d818e4,3,2,5,5,sampling_noiseless,beliefs_first,B,.6,1,60,10,30,40,10,50,5,1,1,1,27,Female,No,prereg
1460,65af1533df45323ec8d818e4,3,2,5,5,sampling_noiseless,beliefs_first,B,1.3,1.34,15,5,80,13,7,80,5,1,2,0,27,Female,No,prereg
732,65fd32f6166e5bcab55bcbc5,4,4,4,4,sampling_noiseless,choice_first,A,.78,.77,85,.5,14.5,84.5,.49,15.01,5,0,2,0,37,Male,No,prereg
732,65fd32f6166e5bcab55bcbc5,4,4,4,4,sampling_noiseless,choice_first,A,.7,.7,80,2,18,80,2,18,5,1,1,1,37,Male,No,prereg
439,66120c1c8ce3ef6386b02c34,4,2,4,4,sampling_noiseless,beliefs_first,A,1,1.6,40,10,50,20,10,70,7,1,2,1,31,Female,DATA_EXPIRED,prereg
864,66abb1231d9c104ce28e627f,2,3,3,2,sampling_noiseless,choice_first,B,1,1,34,33,33,34,33,33,1,1,1,0,41,Female,No,prereg
864,66abb1231d9c104ce28e627f,2,3,3,2,sampling_noiseless,choice_first,B,1,1,34,33,33,34,33,33,1,1,2,1,41,Female,No,prereg
509,674785965cfc53b4f36fb24d,2,3,4,4,sampling_noiseless,beliefs_first,B,1,.8,30,40,30,60,20,20,6,0,1,0,36,Female,No,prereg
509,674785965cfc53b4f36fb24d,2,3,4,4,sampling_noiseless,beliefs_first,B,1.1,1.2,30,30,40,10,30,60,6,1,2,1,36,Female,No,prereg
1140,676aad587dd0afc943cd14a9,4,3,4,4,sampling_noiseless,choice_first,A,1.1,1,50,2,48,50,2,48,7,0,2,0,32,Male,No,prereg
1140,676aad587dd0afc943cd14a9,4,3,4,4,sampling_noiseless,choice_first,A,.9,.8,60,10,30,70,10,20,6,0,1,1,32,Male,No,prereg
425,679c54a3e0c14c155ad1d3bd,3,3,4,4,description_noiseless,beliefs_first,A,1,.9,40,20,40,50,20,30,1,0,2,0,49,Male,No,prereg
425,679c54a3e0c14c155ad1d3bd,3,3,4,4,description_noiseless,beliefs_first,B,1,.95,40,20,40,50,20,30,5,0,1,1,49,Male,No,prereg
1144,67ff8463260741f340688099,2,3,5,3,sampling_noiseless,choice_first,A,.8,.8,80,10,10,80,15,5,4,0,1,0,48,Female,Yes,prereg
1144,67ff8463260741f340688099,2,3,5,3,sampling_noiseless,choice_first,B,1,1.5,40,20,40,40,20,40,1,0,2,1,48,Female,Yes,prereg
756,688f49b3ef8b0b23c1c82d2f,4,2,4,4,description_noiseless,beliefs_first,A,1,1,0,100,0,0,100,0,4,0,1,1,41,Male,No,prereg
756,688f49b3ef8b0b23c1c82d2f,4,2,4,4,description_noiseless,beliefs_first,B,1,1,0,100,0,0,100,0,4,0,2,0,41,Male,No,prereg
2049,68b415eb23ec3fd5a1508905,4,3,5,4,description_noiseless,choice_first,B,2,1,25,35,40,30,35,35,6,0,2,0,38,Male,DATA_EXPIRED,prereg
2049,68b415eb23ec3fd5a1508905,4,3,5,4,description_noiseless,choice_first,B,1,.8,30,35,35,35,35,30,6,0,1,1,38,Male,DATA_EXPIRED,prereg
690,68c61b92ca31e12a3427293b,2,2,3,2,description_noiseless,beliefs_first,A,2,0,15,55,30,100,0,0,5,1,2,0,23,Female,No,prereg
690,68c61b92ca31e12a3427293b,2,2,3,2,description_noiseless,beliefs_first,B,1,0,25,50,25,20,60,20,5,1,1,1,23,Female,No,prereg
367,68d15344adea8e48c2040682,4,3,4,5,sampling_noiseless,choice_first,A,.4,.7,50,20,30,30,30,40,6,1,1,1,24,Male,No,prereg
367,68d15344adea8e48c2040682,4,3,4,5,sampling_noiseless,choice_first,B,.6,.8,50,5,45,40,10,50,7,1,2,0,24,Male,No,prereg
744,6959397111a9260261b3983d,3,1,5,5,sampling_noiseless,beliefs_first,A,1,1,10,80,10,10,80,10,1,0,1,0,27,Female,No,prereg
744,6959397111a9260261b3983d,3,1,5,5,sampling_noiseless,beliefs_first,A,1.2,1.4,0,10,90,0,0,100,7,1,2,1,27,Female,No,prereg
1222,697ac204862cc69f9912b82b,4,4,5,4,description_noiseless,beliefs_first,A,1.09,1,50,40,10,50,40,10,7,0,1,1,53,Male,DATA_EXPIRED,prereg
1222,697ac204862cc69f9912b82b,4,4,5,4,description_noiseless,beliefs_first,B,1.04,1.04,70,2,28,65,0,35,4,0,2,0,53,Male,DATA_EXPIRED,prereg
541,69883f38905ad24655c4fb16,3,3,4,4,sampling_noiseless,choice_first,A,1,1,25,50,25,25,50,25,7,0,1,0,31,Female,No,prereg
541,69883f38905ad24655c4fb16,3,3,4,4,sampling_noiseless,choice_first,A,1,1,25,50,25,25,50,25,7,0,2,1,31,Female,No,prereg
1439,69c1bf449037dcc2efceb2ce,2,2,5,4,sampling_noiseless,beliefs_first,A,.8,1,33,34,33,33,34,33,7,1,1,0,53,Female,No,prereg
1439,69c1bf449037dcc2efceb2ce,2,2,5,4,sampling_noiseless,beliefs_first,A,1.2,1,50,10,40,40,10,50,6,1,2,1,53,Female,No,prereg
688,69c53a2462f76a0e84a45d77,1,1,4,2,sampling_noiseless,choice_first,B,1.86,1.36,56,5,39,64,2,34,5,0,1,0,52,Female,No,prereg
688,69c53a2462f76a0e84a45d77,1,1,4,2,sampling_noiseless,choice_first,B,1,.8,100,0,0,80,10,10,7,1,2,1,52,Female,No,prereg
840,6a8e2b2ee09cbdb13529a423,5,3,2,2,description_noiseless,beliefs_first,A,2,0,10,50,40,60,20,20,5,0,2,1,41,Female,No,prereg
840,6a8e2b2ee09cbdb13529a423,5,3,2,2,description_noiseless,beliefs_first,B,2,2,25,50,25,25,50,25,5,1,1,0,41,Female,No,prereg
1204,6a9418d12336b47f1997f8d0,5,4,2,2,description_noiseless,choice_first,A,1,1,45.45,9.1,45.45,45.45,9.1,45.45,4,0,2,1,27,Male,No,prereg
1204,6a9418d12336b47f1997f8d0,5,4,2,2,description_noiseless,choice_first,A,1,1,49.02,1.96,49.02,49.02,1.96,49.02,6,0,1,0,27,Male,No,prereg
648,6b31aa868d49588b44126937,4,3,4,5,description_noiseless,choice_first,A,1,1.04,49,2,49,49,2,49,7,1,2,0,30,Male,No,prereg
648,6b31aa868d49588b44126937,4,3,4,5,description_noiseless,choice_first,A,1,1.1,46,8,46,46,8,46,7,1,1,1,30,Male,No,prereg
632,6ba8ebd0555fbe4285682977,2,3,4,4,description_noiseless,choice_first,B,.8,.85,45,10,45,50,5,45,5,0,2,0,27,Male,No,prereg
632,6ba8ebd0555fbe4285682977,2,3,4,4,description_noiseless,choice_first,B,.75,1,45,10,45,40,10,50,6,0,1,1,27,Male,No,prereg
743,6bd6092f104fe35758b75774,4,1,4,3,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,5,1,1,0,32,Female,Yes,prereg
743,6bd6092f104fe35758b75774,4,1,4,3,description_noiseless,beliefs_first,B,1,1,45,10,45,45,10,45,4,0,2,1,32,Female,Yes,prereg
1444,6c53edb4c3731b33a2d1592f,2,1,3,3,description_noiseless,choice_first,A,1,1,45.45,9.1,45.45,36.36,9.1,54.54,7,0,1,1,76,Female,No,prereg
1444,6c53edb4c3731b33a2d1592f,2,1,3,3,description_noiseless,choice_first,A,1,1,34,9,57,55,9,36,7,0,2,0,76,Female,No,prereg
1106,6c9dfd28ae5014b31c6fa8fa,3,1,5,5,sampling_noiseless,choice_first,B,1.8,1.4,49,2,49,50,0,50,7,1,2,0,37,Female,DATA_EXPIRED,prereg
1106,6c9dfd28ae5014b31c6fa8fa,3,1,5,5,sampling_noiseless,choice_first,B,2,2,50,10,40,50,10,40,7,1,1,1,37,Female,DATA_EXPIRED,prereg
642,6ce67313af92e2be7fce38ff,2,3,4,4,sampling_noiseless,beliefs_first,B,1.05,1.2,48,2,50,40,4,56,6,1,2,1,28,Female,No,prereg
642,6ce67313af92e2be7fce38ff,2,3,4,4,sampling_noiseless,beliefs_first,A,1.12,1.34,40,2,58,33,3,64,7,1,1,0,28,Female,No,prereg
631,6d1f88e25004ef3a6dfb0442,4,3,2,4,description_noiseless,beliefs_first,B,1,1,45.5,9,45.5,45.5,9,45.5,4,0,1,1,35,Female,No,prereg
631,6d1f88e25004ef3a6dfb0442,4,3,2,4,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,4,0,2,0,35,Female,No,prereg
688,6da578097a0becbced102a12,4,3,5,2,sampling_noiseless,beliefs_first,B,1,1,49.75,.5,49.75,49.75,.5,49.75,4,1,2,0,36,Male,No,prereg
688,6da578097a0becbced102a12,4,3,5,2,sampling_noiseless,beliefs_first,B,1,1.2,45,10,45,40,10,50,5,1,1,1,36,Male,No,prereg
1038,6de10b95e11e83fdd05b7040,4,4,4,5,description_noiseless,beliefs_first,B,1,.98,48,5,47,52,5,43,5,0,2,0,20,Male,No,prereg
1038,6de10b95e11e83fdd05b7040,4,4,4,5,description_noiseless,beliefs_first,B,.18,.95,91,0,9,36,9,55,7,1,1,1,20,Male,No,prereg
1069,6df212dc7cc20dbc70579fb9,4,3,5,3,description_noiseless,choice_first,A,.5,.5,49,49,2,49,2,49,1,1,2,0,28,Male,No,prereg
1069,6df212dc7cc20dbc70579fb9,4,3,5,3,description_noiseless,choice_first,A,.1,.1,45,5,50,45,5,50,3,0,1,1,28,Male,No,prereg
1281,6df63ee3fcf8a22d00bf91ba,3,4,4,4,description_noiseless,choice_first,A,.8,1.2,60,20,20,60,30,10,6,1,2,0,33,Male,No,prereg
1281,6df63ee3fcf8a22d00bf91ba,3,4,4,4,description_noiseless,choice_first,A,1,.5,70,20,10,60,20,20,6,1,1,1,33,Male,No,prereg
1497,6e4b64720e78af1fb236cb79,3,4,4,3,description_noiseless,choice_first,A,1,1,40,10,50,40,10,50,6,1,1,1,58,Female,No,prereg
1497,6e4b64720e78af1fb236cb79,3,4,4,3,description_noiseless,choice_first,A,1,1,40,10,50,40,10,50,4,1,2,0,58,Female,No,prereg
731,6e90a01189c1cd4eb8484c8a,2,2,5,5,sampling_noiseless,beliefs_first,B,.96,1,49.5,.5,50,49.75,.5,49.75,7,1,1,0,40,Female,No,prereg
731,6e90a01189c1cd4eb8484c8a,2,2,5,5,sampling_noiseless,beliefs_first,A,1,.85,59,1,40,48,1,51,7,1,2,1,40,Female,No,prereg
476,6e9d1621a4346982f14e2097,4,3,2,3,sampling_noiseless,choice_first,B,1,1,60,10,30,60,10,30,5,1,2,1,33,Male,No,prereg
524,6f45e561d277d2f21b55409d,2,3,5,5,sampling_noiseless,beliefs_first,A,.9,1,50,3,47,40,3,57,7,1,1,0,39,Male,No,prereg
524,6f45e561d277d2f21b55409d,2,3,5,5,sampling_noiseless,beliefs_first,B,1.1,1.2,40,5,55,30,5,65,6,1,2,1,39,Male,No,prereg
957,6f609c6ac1f260c78e18ee17,2,2,4,5,description_noiseless,beliefs_first,A,2,2,45,10,45,45,10,45,3,0,1,0,56,Female,DATA_EXPIRED,prereg
957,6f609c6ac1f260c78e18ee17,2,2,4,5,description_noiseless,beliefs_first,A,2,1.8,50,15,35,40,10,50,5,1,2,1,56,Female,DATA_EXPIRED,prereg
1222,6f74670aa0fb3b6fe179245b,2,1,4,1,description_noiseless,beliefs_first,A,2,2,0,50,50,2,50,48,4,0,2,0,64,Female,No,prereg
1222,6f74670aa0fb3b6fe179245b,2,1,4,1,description_noiseless,beliefs_first,A,2,2,2,10,88,0,8,92,4,0,1,1,64,Female,No,prereg
1640,6ffee152111a1df8702f8a56,3,4,5,4,description_noiseless,choice_first,A,.8179999999999999,.8179999999999999,45.45,9.1,45.45,45.45,9.1,45.45,7,0,1,1,60,Female,No,prereg
1640,6ffee152111a1df8702f8a56,3,4,5,4,description_noiseless,choice_first,A,1,1,50,0,50,50,0,50,1,1,2,0,60,Female,No,prereg
1359,70001d9bffbc34673fa3b5b2,1,1,4,4,sampling_noiseless,choice_first,B,.18,.24,84,2,14,82,2,16,7,1,1,0,98,Female,DATA_EXPIRED,prereg
1359,70001d9bffbc34673fa3b5b2,1,1,4,4,sampling_noiseless,choice_first,B,.24,.18,84,2,14,82,2,16,7,1,2,1,98,Female,DATA_EXPIRED,prereg
586,7017fb1aa5d03798f385d795,4,3,3,3,description_noiseless,choice_first,B,.4,.2,50,5,45,60,10,30,6,1,2,1,42,Male,No,prereg
586,7017fb1aa5d03798f385d795,4,3,3,3,description_noiseless,choice_first,B,1,.08,50,10,40,70,10,20,6,0,1,0,42,Male,No,prereg
1103,70a9ca110d64786c93a932d6,4,3,4,3,description_noiseless,beliefs_first,A,1,1.05,49,2,49,48,3,49,4,0,2,1,51,Female,No,prereg
1103,70a9ca110d64786c93a932d6,4,3,4,3,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,5,0,1,0,51,Female,No,prereg
730,70e218011ef676121df979ae,4,3,4,4,description_noiseless,choice_first,B,1,1.2,49,2,49,50,2,48,5,1,1,0,43,Female,DATA_EXPIRED,prereg
730,70e218011ef676121df979ae,4,3,4,4,description_noiseless,choice_first,A,1,1.2,45,10,45,51,9,40,3,0,2,1,43,Female,DATA_EXPIRED,prereg
1282,719175b425bf1600925f625b,1,5,4,2,sampling_noiseless,beliefs_first,B,.8,.7,35,10,55,32,10,58,6,1,2,1,25,Female,No,prereg
1282,719175b425bf1600925f625b,1,5,4,2,sampling_noiseless,beliefs_first,A,.64,.66,66,4,30,62,4,34,6,1,1,0,25,Female,No,prereg
352,71b52928b0c7b264bd61859e,3,4,5,5,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,1,0,2,0,22,Female,Yes,prereg
352,71b52928b0c7b264bd61859e,3,4,5,5,description_noiseless,choice_first,B,1,1,45.5,9,45.5,45.5,9,45.5,1,1,1,1,22,Female,Yes,prereg
957,71b7672439c21c4724c97011,4,3,4,3,description_noiseless,choice_first,A,1,1,45.5,9,45.5,45.5,9,45.5,5,0,2,1,52,Male,No,prereg
957,71b7672439c21c4724c97011,4,3,4,3,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,6,0,1,0,52,Male,No,prereg
988,7264b77cc049e05c083a5241,3,3,4,4,description_noiseless,beliefs_first,A,1.2,1.24,49,2,49,51,1,48,5,1,1,0,25,Male,DATA_EXPIRED,prereg
988,7264b77cc049e05c083a5241,3,3,4,4,description_noiseless,beliefs_first,B,1,1,40,10,50,40,10,50,6,1,2,1,25,Male,DATA_EXPIRED,prereg
848,733ffefa6a5f3b76cc3fa38c,4,3,4,3,sampling_noiseless,choice_first,B,1,1.5,80,10,10,10,40,50,6,1,1,1,35,Female,No,prereg
848,733ffefa6a5f3b76cc3fa38c,4,3,4,3,sampling_noiseless,choice_first,B,1,1,60,10,30,50,10,40,7,1,2,0,35,Female,No,prereg
1221,7344fbae7361c50b719b54e0,3,2,3,4,sampling_noiseless,beliefs_first,B,1.5,2,20,30,50,15,20,65,7,1,2,0,58,Female,DATA_EXPIRED,prereg
1221,7344fbae7361c50b719b54e0,3,2,3,4,sampling_noiseless,beliefs_first,B,1.4,1.8,20,40,40,10,30,60,6,1,1,1,58,Female,DATA_EXPIRED,prereg
592,7529ffc62f0b77e44653361f,4,4,5,3,sampling_noiseless,choice_first,B,.8,1.6,70,30,0,30,20,50,7,1,1,1,42,Female,No,prereg
592,7529ffc62f0b77e44653361f,4,4,5,3,sampling_noiseless,choice_first,B,.8,1.5,60,0,40,30,0,70,7,1,2,0,42,Female,No,prereg
593,7563bc7a37313cf1f6d9f332,4,2,4,5,description_noiseless,choice_first,A,1.75,1.5,10,90,0,20,40,40,5,0,1,1,30,Female,No,prereg
593,7563bc7a37313cf1f6d9f332,4,2,4,5,description_noiseless,choice_first,B,2,0,60,30,10,40,50,10,6,0,2,0,30,Female,No,prereg
475,757ea364db3bedb8cd59ef7f,2,3,4,5,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,4,0,2,0,21,Female,Yes,prereg
475,757ea364db3bedb8cd59ef7f,2,3,4,5,description_noiseless,choice_first,A,1,1,45.5,9,45.5,45.5,9,45.5,4,0,1,1,21,Female,Yes,prereg
606,758d33fadf8aa4f4e2dcfb1e,4,4,5,5,description_noiseless,choice_first,B,.75,1,33,20,47,45,10,45,7,1,2,0,27,Male,No,prereg
606,758d33fadf8aa4f4e2dcfb1e,4,4,5,5,description_noiseless,choice_first,A,.75,1,33,33,34,33,33,34,7,1,1,1,27,Male,No,prereg
731,7636cbdcd5a4e20f46e94b9a,5,3,4,4,description_noiseless,beliefs_first,B,.8,1,49,2,49,51,1,48,6,0,1,0,28,Female,DATA_EXPIRED,prereg
731,7636cbdcd5a4e20f46e94b9a,5,3,4,4,description_noiseless,beliefs_first,B,1,1,45,10,45,37,18,45,5,1,2,1,28,Female,DATA_EXPIRED,prereg
1794,773ba795ec274a5e063583e8,4,1,3,3,sampling_noiseless,choice_first,B,1,1,40,10,50,40,10,50,7,1,2,1,64,Female,DATA_EXPIRED,prereg
1794,773ba795ec274a5e063583e8,4,1,3,3,sampling_noiseless,choice_first,B,1,1,50,1,49,50,1,49,6,1,1,0,64,Female,DATA_EXPIRED,prereg
469,7803d761c8809f142a52b87b,4,3,5,5,sampling_noiseless,beliefs_first,B,.64,.6,55,10,35,60,2,38,7,1,1,0,26,Male,No,prereg
469,7803d761c8809f142a52b87b,4,3,5,5,sampling_noiseless,beliefs_first,A,.8,.76,70,10,20,72,5,23,6,1,2,1,26,Male,No,prereg
960,7891214883027c095df0653d,2,3,4,4,sampling_noiseless,choice_first,A,.2,1,70,0,30,20,0,80,5,1,2,1,38,Female,No,prereg
960,7891214883027c095df0653d,2,3,4,4,sampling_noiseless,choice_first,A,.4,1,95,0,5,45,10,45,6,1,1,0,38,Female,No,prereg
1120,78c01836a42c2a0b66dcf850,2,1,3,3,sampling_noiseless,beliefs_first,B,1.8,2,5,5,90,5,5,90,5,1,1,0,60,Male,DATA_EXPIRED,prereg
1120,78c01836a42c2a0b66dcf850,2,1,3,3,sampling_noiseless,beliefs_first,B,1.4,1.6,15,10,75,10,5,85,5,1,2,1,60,Male,DATA_EXPIRED,prereg
